transaction_id,customer_id,transaction_date,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,status
TXN_000058,CUST_0076,2023-10-18,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Completed
TXN_000059,CUST_0400,2023-02-21,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Pending
TXN_000060,CUST_0197,2023-12-02,PROD_003,Coffee Maker,Home,4,79.99,319.96,Cash,Completed
TXN_000061,CUST_0142,2023-07-26,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,
TXN_000062,CUST_0203,2023-06-19,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Debit Card,Completed
TXN_000063,CUST_0472,2023-05-18,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Pending
TXN_000064,CUST_0160,2023-05-24,PROD_003,Coffee Maker,Home,2,79.99,159.98,Credit Card,Completed
TXN_000065,CUST_0154,2023-08-15,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Failed
TXN_000066,CUST_0310,2023-11-27,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Pending
TXN_000067,CUST_0468,2023-07-28,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Failed
TXN_000068,CUST_0421,2023-01-29,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Completed
TXN_000069,CUST_0364,2023-09-17,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Failed
TXN_000070,CUST_0015,2023-03-30,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Completed
TXN_000071,CUST_0017,2023-08-22,PROD_002,Running Shoes,Sports,1,129.99,129.99,PayPal,Failed
TXN_000072,CUST_0141,2023-07-08,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Failed
TXN_000073,CUST_0349,2023-01-16,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Pending
TXN_000074,CUST_0229,2023-04-01,PROD_005,Yoga Mat,Sports,2,39.99,79.98,PayPal,Pending
TXN_000075,CUST_0429,2023-05-13,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Pending
TXN_000076,CUST_0198,2023-01-26,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Debit Card,Completed
TXN_000077,CUST_0347,2023-04-16,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Failed
TXN_000078,CUST_0443,2023-12-16,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Completed
TXN_000079,CUST_0308,2023-01-05,PROD_002,Running Shoes,Sports,1,129.99,129.99,PayPal,Failed
TXN_000080,CUST_0365,2023-12-30,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Pending
TXN_000081,CUST_0236,2023-05-10,PROD_003,Coffee Maker,Home,1,79.99,79.99,,Pending
TXN_000082,CUST_0423,2023-11-16,PROD_005,Yoga Mat,Sports,4,39.99,159.96,Credit Card,Completed
TXN_000083,CUST_0340,2023-07-11,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Pending
TXN_000084,CUST_0247,2023-02-02,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Failed
TXN_000085,CUST_0442,2023-05-22,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Completed
TXN_000086,CUST_0265,2023-05-04,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,Failed
TXN_000087,CUST_0349,2023-03-13,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Failed
TXN_000088,CUST_0152,2023-05-13,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Cash,Pending
TXN_000089,CUST_0299,2023-12-29,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Debit Card,Pending
TXN_000090,CUST_0352,2023-10-01,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Failed
TXN_000091,CUST_0260,2023-06-03,PROD_003,Coffee Maker,Home,1,79.99,79.99,Debit Card,Pending
TXN_000092,CUST_0242,2023-03-07,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,PayPal,Failed
TXN_000093,CUST_0391,2023-04-04,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000094,CUST_0114,2023-07-01,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Pending
TXN_000095,CUST_0191,2023-05-14,PROD_003,Coffee Maker,Home,3,79.99,239.97,PayPal,Pending
TXN_000096,CUST_0241,2023-01-28,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Pending
TXN_000097,CUST_0257,2023-03-03,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Failed
TXN_000098,CUST_0212,2023-01-28,PROD_003,Coffee Maker,Home,1,79.99,79.99,Debit Card,Completed
TXN_000099,CUST_0210,2023-10-19,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Pending
TXN_000100,CUST_0399,2023-02-11,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Failed
TXN_000101,CUST_0161,2023-11-21,PROD_002,Running Shoes,Sports,1,14.78,14.78,PayPal,Completed
TXN_000102,CUST_0296,2023-03-23,PROD_002,Running Shoes,Sports,2,129.99,259.98,Credit Card,Completed
TXN_000103,CUST_0223,2023-11-21,PROD_005,Yoga Mat,Sports,4,39.99,159.96,Cash,Pending
TXN_000104,CUST_0197,2023-01-03,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Failed
TXN_000105,CUST_0487,2023-01-08,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000106,CUST_0321,2023-05-08,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Pending
TXN_000107,CUST_0053,2023-07-16,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Completed
TXN_000108,CUST_0422,2023-01-24,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Pending
TXN_000109,CUST_0306,2023-09-26,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Cash,Failed
TXN_000110,CUST_0176,2023-09-08,PROD_002,Running Shoes,Sports,2,129.99,259.98,Debit Card,Completed
TXN_000111,CUST_0010,2023-04-27,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Completed
TXN_000112,CUST_0302,2023-09-16,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Pending
TXN_000113,CUST_0193,2023-11-24,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Failed
TXN_000114,CUST_0339,2023-02-25,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Completed
TXN_000115,CUST_0214,2023-08-16,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Credit Card,Failed
TXN_000116,CUST_0243,2023-12-26,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Failed
TXN_000117,CUST_0155,2023-08-04,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Failed
TXN_000118,CUST_0139,2023-11-15,PROD_005,Yoga Mat,Sports,5,39.99,199.95,Debit Card,Pending
TXN_000119,CUST_0262,2023-11-13,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Completed
TXN_000120,CUST_0255,2023-04-12,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Debit Card,Pending
TXN_000121,CUST_0499,2023-04-14,PROD_005,Yoga Mat,Sports,2,39.99,79.98,INVALID_METHOD,
TXN_000122,CUST_0083,2023-01-21,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Completed
TXN_000123,CUST_0170,2023-05-01,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Credit Card,Failed
TXN_000124,CUST_0465,2023-02-26,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Completed
TXN_000125,CUST_0400,2023-09-19,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Pending
TXN_000126,CUST_0234,2023-06-01,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Completed
TXN_000127,CUST_0417,2023-03-31,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Pending
TXN_000128,CUST_0219,2023-03-01,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Completed
TXN_000129,CUST_0340,2023-11-28,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Pending
TXN_000130,CUST_0490,2023-11-15,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Credit Card,Pending
TXN_000131,CUST_0094,2023-02-28,PROD_003,Coffee Maker,Home,2,79.99,159.98,Cash,Pending
TXN_000132,CUST_0428,2023-07-17,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Pending
TXN_000133,CUST_0058,2023-03-09,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Completed
TXN_000134,CUST_0214,2023-10-30,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Completed
TXN_000135,CUST_0195,2023-07-03,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Credit Card,Failed
TXN_000136,CUST_0248,2023-09-07,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,Pending
TXN_000137,CUST_0033,2023-05-14,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,PayPal,Completed
TXN_000138,CUST_0393,2023-10-23,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Failed
TXN_000139,CUST_0266,2023-09-25,PROD_003,Coffee Maker,Home,3,79.99,239.97,Credit Card,Pending
TXN_000140,CUST_0247,2023-06-27,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Completed
TXN_000141,CUST_0457,2023-11-10,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Failed
TXN_000142,CUST_0259,2023-08-29,PROD_002,Running Shoes,Sports,2,129.99,259.98,Debit Card,Completed
TXN_000143,CUST_0165,2023-05-04,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,PayPal,Completed
TXN_000144,CUST_0115,2023-10-09,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Pending
TXN_000145,CUST_0041,2023-08-24,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Completed
TXN_000146,CUST_0229,2023-06-11,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Failed
TXN_000147,CUST_0053,2023-07-26,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Credit Card,Failed
TXN_000148,CUST_0001,2023-02-16,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000149,CUST_0106,2023-12-02,PROD_005,Yoga Mat,Sports,4,39.99,159.96,PayPal,Pending
TXN_000150,CUST_0419,2023-04-25,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Failed
TXN_000151,CUST_0308,2023-08-31,PROD_005,Yoga Mat,Sports,3,39.99,-119.97,PayPal,Failed
TXN_000152,CUST_0059,2023-02-19,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Debit Card,Completed
TXN_000153,CUST_0182,2023-11-21,PROD_003,Coffee Maker,Home,3,79.99,239.97,PayPal,Failed
TXN_000154,CUST_0024,2023-03-26,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Debit Card,Failed
TXN_000155,CUST_0055,2023-05-11,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Debit Card,Completed
TXN_000156,CUST_0477,2023-07-21,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Completed
TXN_000157,CUST_0056,2023-08-01,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Pending
TXN_000158,CUST_0338,2023-10-29,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Debit Card,Pending
TXN_000159,CUST_0272,2023-01-25,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Failed
TXN_000160,CUST_0474,2023-09-18,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Failed
TXN_000161,CUST_0054,2023-07-18,PROD_002,Running Shoes,Sports,3,129.99,389.97,,Failed
TXN_000162,CUST_0215,2023-11-08,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,PayPal,Pending
TXN_000163,CUST_0497,2023-05-31,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Completed
TXN_000164,CUST_0309,2023-12-25,PROD_004,Smartphone Case,Electronics,5,24.99,124.95,PayPal,Failed
TXN_000165,CUST_0441,2023-06-10,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Debit Card,Completed
TXN_000166,CUST_0320,2024-01-01,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Failed
TXN_000167,CUST_0503,2023-12-30,PROD_002,Running Shoes,Sports,2,129.99,259.98,PayPal,Failed
TXN_000168,CUST_0390,2023-06-30,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Failed
TXN_000169,CUST_0483,2023-12-08,PROD_005,Yoga Mat,Sports,4,39.99,159.96,PayPal,Pending
TXN_000170,CUST_0268,2023-02-24,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Cash,Completed
TXN_000171,CUST_0344,2023-01-29,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Completed
TXN_000172,CUST_0350,2023-05-09,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Failed
TXN_000173,CUST_0105,2023-10-05,PROD_003,Coffee Maker,Home,1,79.99,79.99,PayPal,Pending
TXN_000174,CUST_0316,2023-12-12,PROD_001,Wireless Headphones,Electronics,5,99.99,499.95,Debit Card,Failed
TXN_000175,CUST_0200,2023-05-02,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000176,CUST_0475,2023-07-15,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Failed
TXN_000177,CUST_0495,2023-10-10,PROD_003,Coffee Maker,Home,1,79.99,79.99,Credit Card,Failed
TXN_000178,CUST_0104,2023-11-14,PROD_003,Coffee Maker,Home,4,79.99,319.96,Debit Card,Failed
TXN_000179,CUST_0387,2023-10-29,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Failed
TXN_000180,CUST_0151,2023-08-18,PROD_002,Running Shoes,Sports,1,129.99,129.99,Credit Card,Completed
TXN_000181,CUST_0377,2023-09-21,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,
TXN_000182,CUST_0220,2023-05-23,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,PayPal,Completed
TXN_000183,CUST_0300,2023-05-11,PROD_002,Running Shoes,Sports,1,129.99,129.99,PayPal,Pending
TXN_000184,CUST_0021,2023-03-20,PROD_002,Running Shoes,Sports,2,129.99,259.98,Credit Card,Failed
TXN_000185,CUST_0432,2023-12-05,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Cash,Failed
TXN_000186,CUST_0184,2023-02-07,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000187,CUST_0490,2023-04-05,PROD_002,Running Shoes,Sports,3,129.99,389.97,Credit Card,Failed
TXN_000188,CUST_0213,2023-10-06,PROD_002,Running Shoes,Sports,3,129.99,389.97,Cash,Completed
TXN_000189,CUST_0114,2023-04-20,PROD_003,Coffee Maker,Home,3,79.99,239.97,PayPal,Pending
TXN_000190,CUST_0151,2023-04-22,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Failed
TXN_000191,CUST_0059,2023-12-09,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Completed
TXN_000192,CUST_0471,2023-11-15,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Credit Card,Failed
TXN_000193,CUST_0196,2023-02-28,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Failed
TXN_000194,CUST_0013,2023-09-22,PROD_003,Coffee Maker,Home,2,79.99,159.98,Cash,Pending
TXN_000195,CUST_0152,2023-11-30,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Failed
TXN_000196,CUST_0486,2023-02-19,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Failed
TXN_000197,CUST_0108,2023-12-10,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,Cash,Completed
TXN_000198,CUST_0276,2023-12-26,PROD_002,Running Shoes,Sports,4,129.99,519.96,Credit Card,Failed
TXN_000199,CUST_0013,2023-08-24,PROD_002,Running Shoes,Sports,3,129.99,389.97,PayPal,Completed
TXN_000200,CUST_0038,2023-01-28,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,PayPal,Failed
TXN_000201,CUST_0295,2023-04-27,PROD_001,Wireless Headphones,Electronics,2,128.2,256.4,Cash,Failed
TXN_000202,CUST_0222,2023-06-11,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Failed
TXN_000203,CUST_0274,2023-01-04,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Failed
TXN_000204,CUST_0024,2023-12-25,PROD_005,Yoga Mat,Sports,1,39.99,39.99,PayPal,Failed
TXN_000205,CUST_0149,2023-12-18,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Pending
TXN_000206,CUST_0196,2023-07-22,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,Credit Card,Pending
TXN_000207,CUST_0274,2023-04-23,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,Failed
TXN_000208,CUST_0492,2023-11-21,PROD_003,Coffee Maker,Home,2,79.99,159.98,PayPal,Failed
TXN_000209,CUST_0491,2023-01-06,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Completed
TXN_000210,CUST_0003,2023-10-21,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Cash,Failed
TXN_000211,CUST_0485,2023-02-13,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Debit Card,Failed
TXN_000212,CUST_0109,2023-07-31,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Completed
TXN_000213,CUST_0114,2023-11-12,PROD_002,Running Shoes,Sports,3,129.99,389.97,Debit Card,Completed
TXN_000214,CUST_0344,2023-10-18,PROD_002,Running Shoes,Sports,1,129.99,129.99,Cash,Failed
TXN_000215,CUST_0038,2023-05-29,PROD_005,Yoga Mat,Sports,3,39.99,119.97,Credit Card,Pending
TXN_000216,CUST_0102,2023-10-25,PROD_001,Wireless Headphones,Electronics,2,99.99,199.98,PayPal,Pending
TXN_000217,CUST_0344,2023-12-02,PROD_002,Running Shoes,Sports,2,129.99,259.98,Credit Card,Pending
TXN_000218,CUST_0036,2023-04-10,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Cash,Pending
TXN_000219,CUST_0316,2023-12-04,PROD_003,Coffee Maker,Home,3,79.99,239.97,Debit Card,Failed
TXN_000220,CUST_0187,2023-06-11,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Debit Card,Completed
TXN_000221,CUST_0127,2023-04-24,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Pending
TXN_000222,CUST_0069,2023-12-14,PROD_003,Coffee Maker,Home,3,79.99,239.97,Cash,Pending
TXN_000223,CUST_0184,2023-06-06,PROD_004,Smartphone Case,Electronics,2,24.99,49.98,Credit Card,Completed
TXN_000224,CUST_0042,2023-05-24,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Debit Card,Pending
TXN_000225,CUST_0373,2023-02-08,PROD_001,Wireless Headphones,Electronics,1,99.99,99.99,Credit Card,Failed
TXN_000226,CUST_0208,2023-10-30,PROD_005,Yoga Mat,Sports,1,39.99,39.99,Credit Card,Failed
TXN_000227,CUST_0279,2023-10-04,PROD_003,Coffee Maker,Home,2,79.99,159.98,Debit Card,Pending
TXN_000228,CUST_0115,2023-10-29,PROD_004,Smartphone Case,Electronics,3,24.99,74.97,PayPal,Completed
TXN_000229,CUST_0257,2023-09-19,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Cash,Pending
TXN_000230,CUST_0006,2023-12-06,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Debit Card,Failed
TXN_000231,CUST_0229,2023-03-23,PROD_002,Running Shoes,Sports,1,129.99,129.99,Debit Card,Failed
TXN_000232,CUST_0481,2023-07-03,PROD_004,Smartphone Case,Electronics,1,24.99,24.99,Debit Card,Pending
TXN_000233,CUST_0033,2023-05-16,PROD_002,Running Shoes,Sports,2,129.99,259.98,Debit Card,Completed
TXN_000234,CUST_0266,2023-07-04,PROD_002,Running Shoes,Sports,2,129.99,259.98,Cash,Pending
TXN_000235,CUST_0021,2023-11-29,PROD_001,Wireless Headphones,Electronics,3,99.99,299.97,Credit Card,Failed
TXN_000236,CUST_0325,2023-05-21,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Failed
TXN_000237,CUST_0292,2023-03-31,PROD_005,Yoga Mat,Sports,2,39.99,79.98,Cash,Pending
TXN_000238,CUST_0335,2023-02-09,PROD_005,Yoga Mat,Sports,3,39.99,119.97,PayPal,Pending
